Church_Name,Address,Phone_Number,Website,No_of_Member,Ponster_Name
"
        ,
			,
			(,) 
			
        ","
			,
			1201 4th St NE,
Jamestown ND  58401-3729,
USA
        ","
		,James Antony Venegas ",http://jamestownadventist.com,"
    	,
			PO Box 1961,
Jamestown ND  58402-1961,
USA
		","
		,186"
"
        ,Church (CCH)
        ","
			,
			8828 163rd St,
Jamaica NY  11432-4047,
USA
        ","
        ,718-297-1113
        ",http://www.jamaicasdachurch.org,"
		,855","
		,Rohan Spencer "
"
        ,Church (CCH)
        ","
			,
			40 Elm St,
Jamaica Plain MA  02130-2856,
USA
        ","
        ,617-983-1076
        ",http://japlain7daychurch.org,"
    	,
			PO Box 301750,
Jamaica Plain MA  02130-0015,
USA
		","
		,143"
"
        ,Church (CCH)
        ","
			,
			8828 161st St,
Jamaica NY  11432-4039,
USA
        ","
        ,718-658-7576
        ",http://jamaicahispanicny.adventistchurch.org,"
		,381","
		,Carlos Moreta "
"
        ,
			,
			(,) 
			
        ","
			,
			453 College St,
Jacksonville NC  28540-4704,
USA
        ","
        ,910-346-1288
        ",http://jacksonvillespanish23.adventistchurchconnect.org,"
    	,
			453 College St,
Jacksonville NC  28540-4704,
USA
		","
		,Richard Peterson "
"
        ,Church (CCH)
        ","
			,
			5545 Firestone Rd,
Jacksonville FL  32244-1529,
USA
        ","
		,Carlos Yoel Madrigal ",http://jacksonvillespanish22.adventistchurchconnect.org,"
    	,
			PO Box 14161,
Jacksonville FL  32238-1161,
USA
		","
		,253"
,"
			,
			558 N Main St,
Jacksonville TX  75766-4468,
USA
        ","
		,
			,
			
		",http://jacksonvillespanishtx.adventistchurch.org,"
    	,
			PO Box 32,
Montalba TX  75853-0032,
USA
		","
        ,
        "
"
        ,
			,
			(,) 
			
        ","
			,
			3208 Herring Rd,
Jacksonville FL  32216-5841,
USA
        ","
        ,904-448-4030
        ",http://www.southpointsda.org,"
		,340","
		,Ryan Amos "
"
		,
		","
			,
			3208 Herring Rd,
Jacksonville FL  32216-5841,
USA
        ","
        ,
        ",http://jacksonvillemyanmarfl.adventistchurch.org,"
		,Ryan Amos ","
        ,904-448-4030
        "
"
        ,Church (CCH)
        ","
			,
			7951 Lenox Ave,
Jacksonville FL  32221-6626,
USA
        ","
        ,904-781-8550
        ",http://www.jaxsda.org,"
		,174","
		,Jonathan Peinado "
"
        ,Company (CCO)
        ","
			,
			3390 Kori Rd,
Jacksonville FL  32257-2419,
USA
        ","
        ,203-522-0304
        ",http://iasdjaxbr.org,"
		,0","
		,Alexander Vaz "
"
        ,Monday, August 28, 2017
        ","
			,
			270 Court St,
Jacksonville NC  28540-4621,
USA
        ","
        ,910-346-8713
        ",http://jacksonvillecalvary22.adventistchurchconnect.org,"
		,51","
		,Patrick Tyrell "
"
        ,Church (CCH)
        ","
			,
			320 Damon St,
Jackson MI  49203-4324,
USA
        ","
		,Daniel Carmona ",http://summit22.adventistchurchconnect.org,"
    	,
			PO Box 1278,
Jackson MI  49204-1278,
USA
		","
		,86"
"
        ,
			,
			(,) 
			
        ","
			,
			3600 County Farm Rd,
Jackson MI  49201-4103,
USA
        ","
        ,517-784-2957
        ",http://www.jacksonsdachurch.org,"
		,265","
		,Ted Struntz "
"
        ,Monday, November 27, 2017
        ","
			,
			1902 Campbell St,
Jackson TN  38305-2610,
USA
        ","
        ,731-427-1255
        ",http://jackson24.adventistchurchconnect.org,"
		,162","
		,John Baker "
"
        ,
			,
			(,) 
			
        ","
			,
			11184 State Route 93 South,
PO Box 66,
Jackson OH  45640-0066,
USA
        ","
		,Ron Anderson ",http://jackson22.adventistchurchconnect.org,"
    	,
			PO Box 66,
Jackson OH  45640-0066,
USA
		","
		,39"
"
        ,Monday, October 31, 2016
        ","
			,
			708 Walker Springs Rd,
Jackson AL  36545-2143,
USA
        ","
        ,251-246-2285
        ",http://jacksonal.adventistchurch.org,"
    	,
			PO Box 572,
Jackson AL  36545-0572,
USA
		","
		,37"
"
        ,
			,
			(,) 
			
        ","
			,
			1066 W Woodrow Wilson Ave,
Jackson MS  39213-7439,
USA
        ","
		,Obet G Nahuatt ",http://jacksonhispms.adventistchurch.org,"
    	,
			PO Box 321357,
Flowood MS  39232-1357,
USA
		","
		,75"
"
        ,
			,
			(,) 
			
        ","
			,
			7225 Woodside Ave,
Woodside NY  11377-3940,
USA
        ","
        ,718-424-4544
        ",http://www.jacksonheightschurch.org,"
		,395","
		,Steven Siciliano "
"
        ,
			,
			(,) 
			
        ","
			,
			1009 E 3rd St,
Jackson GA  30233-2113,
USA
        ","
		,Christopher Varner-Halback ",http://gospeltruthmissionof22.adventistchurchconnect.org,"
    	,
			PO Box 785,
Jackson GA  30233-0016,
USA
		","
		,27"
"
        ,Company (CCO)
        ","
			,
			1266 Main St,
Jackson KY  41339-1110,
USA
        ","
        ,606-364-5604
        ",http://jackson25.adventistchurchconnect.org,"
    	,
			PO Box 479,
Jackson KY  41339-0479,
USA
		","
		,29"
"
        ,
			,
			(,) 
			
        ","
			,
			935 N Pine River St,
Ithaca MI  48847-1119,
USA
        ","
        ,989-875-2149
        ",http://ithaca23.adventistchurchconnect.org,"
		,143","
		,Ernest John Wolf "
"
        ,Church (CCH)
        ","
			,
			1219 Trumansburg Rd,
Ithaca NY  14850-1313,
USA
        ","
        ,607-273-5950
        ",http://www.ithacasdachurch.com,"
		,73","
		,Lenox Brown "
,"
			,
			86450 Overseas Hwy,
Islamorada FL  33036-3204,
USA
        ","
        ,Latitude:
			,, Longitude:
			-80.576623
			, Source:
			,
        ",http://islamoradaspanishfl.adventistchurch.org,"
        ,
        ","
		,
			,
			
		"
"
        ,Church (CCH)
        ","
			,
			37 Union Ave,
Irvington NJ  07111-3207,
USA
        ","
		,Ismael Nunez ",http://irvingtonspanishnj.adventistchurch.org,"
    	,
			Luis Saravia,
1349 Hamilton St,
Elizabeth NJ  07208-2712,
USA
		","
		,79"
"
        ,
			,
			(,) 
			
        ","
			,
			120-134 Prospect Ave,
Irvington NJ  07111     ,
USA
        ","
        ,973-372-6744
        ",http://irvington22.adventistchurchconnect.org,"
		,252","
		,Richard James Sr. "
"
        ,
			,
			(,) 
			
        ","
			,
			2101 S Franklin Rd,
Indianapolis IN  46239-2174,
USA
        ","
		,Fred Troxell ",http://www.irvingtonchurch.org,"
    	,
			c/o Joan Sheats,
3604 N Kercheval Dr,
Indianapolis IN  46226-5884,
USA
		","
		,138"
"
        ,Church (CCH)
        ","
			,
			903 Balleywood Rd,
Irving TX  75060-5407,
USA
        ","
		,Evelio Miranda ",http://irvingspanish22.adventistchurchconnect.org,"
    	,
			903 Balleywood Rd,
Irving TX  75060-5407,
USA
		","
		,230"
"
        ,Church (CCH)
        ","
			,
			532 N Story Rd,
Irving TX  75061-6731,
USA
        ","
        ,469-855-0549
        ",http://irvingspanishemmanuel22.adventistchurchconnect.org,"
		,236","
		,Jesus Jaime Perez "
"
        ,Church (CCH)
        ","
			,
			1300 N Rogers Rd,
Irving TX  75061-4445,
USA
        ","
        ,972-254-8438
        ",http://www.irvingadventist.org. ,"
		,114","
		,Roger Wazoua "
"
        ,Tuesday, August 14, 2018
        ","
			,
			1424 E Grauwyler Rd,
Irving TX  75061-5124,
USA
        ","
		,Fenades Obinchu ",http://irvinglivingspringstx.adventistchurch.org,"
    	,
			1104 Tuscany Ct,
McKinney Tx  75071-7502,
USA
		","
		,76"
"
        ,
			,
			(,) 
			
        ","
			,
			205 Tumbleweed Blvd,
Irrigon OR  97844-7197,
USA
        ","
		,Brian K Yarbrough ",http://irrigonadventist.org,"
    	,
			PO Box 441,
Irrigon OR  97844-0441,
USA
		","
		,90"
"
        ,Monday, July 16, 2018
        ","
			,
			540 Lalley Rd,
Iron River MI  49935-1522,
USA
        ","
        ,
        ",http://ironriver22.adventistchurchconnect.org,"
		,19","
		,Jim Nephew "
"
        ,Church (CCH)
        ","
			,
			N3770 Pine Mountain Rd,
Iron Mountain MI  49801-9404,
USA
        ","
        ,906-779-7640
        ",http://ironmountain22.adventistchurchconnect.org,"
		,78","
		,Jim Nephew "
"
        ,
			,
			(,) 
			
        ","
			,
			6801 Saint Andrews Rd Ste 11B,
Columbia SC  29212-1424,
USA
        ","
		,Jason Belyeu ",http://www.irmosda.com,"
    	,
			140 Highland Creek Ln,
Columbia SC  29212-2811,
USA
		","
		,2"
"
        ,Church (CCH)
        ","
			,
			1007 Rider St,
Iowa City IA  52246-3826,
USA
        ","
        ,319-338-2974
        ",http://iowacity22.adventistchurchconnect.org,"
    	,
			PO Box 2533,
Iowa City IA  52244-2533,
USA
		","
		,106"
"
        ,Church (CCH)
        ","
			,
			721 Elmwood Dr,
Ionia MI  48846-1042,
USA
        ","
        ,616-527-1971
        ",http://ionia22.adventistchurchconnect.org,"
		,123","
		,Ryan Counsell "
"
        ,
			,
			(,) 
			
        ","
			,
			707 Houghton St,
Ione WA  99139-1007,
USA
        ","
		,Greg Griffitts ",http://ioneadventist.org,"
    	,
			PO Box 108,
Ione WA  99139-0108,
USA
		","
		,61"
"
        ,
			,
			(,) 
			
        ","
			,
			2401 S State St,
Iola KS  66749-3086,
USA
        ","
		,Ethan John Muse ",http://iola22.adventistchurchconnect.org,"
    	,
			2401 S State St,
Iola KS  66749-3086,
USA
		","
		,40"
"
        ,Group (CG)
        ","
			,
			2041 Buck Hill Rd,
Gerrardstown WV  25420-4109,
USA
        ","
        ,304-229-0999
        ",http://inwoodwv.adventistchurch.org,"
    	,
			c/o Christa Negley,
78 Hichwood Ct,
Gerrardstown WV  25420-4130,
USA
		","
		,Al Cyr "
,"
			,
			224 N Osceola Ave,
Inverness FL  34450-4134,
USA
        ","
		,
			,
			
		",,"
		,Byron Rivera ","
        ,352-228-9192
        "
"
        ,Church (CCH)
        ","
			,
			638 S Eden Gardens Ave,
Inverness FL  34450-2996,
USA
        ","
        ,352-726-9311
        ",http://www.invernesssda.com,"
		,129","
		,Daniel M Forbes "
"
        ,
			,
			(,) 
			
        ","
			,
			1064 Intervale Ave,
Bronx NY  10459     ,
USA
        ","
		,Enmanuel Contreras ",http://intervalespanishny.adventistchurch.org,"
    	,
			PO Box 371,
Bronx NY  10455-0371,
USA
		","
		,237"
"
        ,Company (CCO)
        ","
			,
			Meeting at Arvada Church Campus,
7050 W 64th Ave,
Arvada CO  80003-4402,
USA
        ","
        ,720-269-4890
        ",http://international22.adventistchurchconnect.org,"
		,39","
		,Gordon Anic "
"
		,
		","
			,
			4745 Wheeler Ave,
La Verne CA  91750-1960,
USA
        ","
        ,626-833-5304
        ",,"
		,120","
		,Romeo Canales Sr."
"
		,
		","
			,
			1214 7th St,
International Falls MN  56649-2560,
USA
        ","
        ,
        ",http://internationalfalls22.adventistchurchconnect.org,"
		,20","
		,Douglas Hardt "
"
        ,
			,
			,
        ","
			,
			5607 N Barranca Ave,
Azusa CA  91702-4807,
USA
        ","
		,Pliny Fondevilla ",http://www.ivcsda.org,"
    	,
			916 E Nearfield St,
Azusa CA  91702-4751,
USA
		","
		,157"
"
        ,
			,
			(,) 
			
        ","
			,
			702 High St NE Ste 100,
Salem OR  97301-2440,
USA
        ","
		,Dale Cardwell Jr",http://www.insideoutsalem.com,"
    	,
			PO Box 2059,
Salem OR  97308-2059,
USA
		","
		,269"
"
        ,
			,
			(,) 
			
        ","
			,
			710 W Citrus St,
Colton CA  92324-1421,
USA
        ","
		,Daniel Rumrrill Sr",http://inlandspanish22.adventistchurchconnect.org/,"
    	,
			PO Box 705,
Colton CA  92324-0705,
USA
		","
		,486"
"
        ,
			,
			(,) 
			
        ","
			,
			7480 Sterling Ave,
San Bernardino CA  92410-4220,
USA
        ","
		,Charles Manullang ",http://www.isdaofie.org,"
    	,
			1815 Hardt St,
Loma Linda CA  92354-1723,
USA
		","
		,117"
"
        ,
			,
			,
        ","
			,
			604 E State St,
Redlands CA  92374-3517,
USA
        ","
		,Algier Ravelo ",http://www.iefsdac.org,"
    	,
			PO Box 1272,
Loma Linda CA  92354-1272,
USA
		","
		,430"
"
        ,
			,
			(,) 
			
        ","
			,
			28537 Cherry St,
Inkster MI  48141-2105,
USA
        ","
		,Errol Liverpool ",http://sharoninkster22.adventistchurchconnect.org,"
    	,
			PO Box 618,
Inkster MI  48141-0618,
USA
		","
		,120"
"
        ,
			,
			(,) 
			
        ","
			,
			803 W 1st St,
Azusa CA  91702-4220,
USA
        ","
			,
		,Stanley Sihotang  (Pastor - Associate)
        ",http://www.indonesianamericansda.com,"
		,340","
		,Eddy Sarmun Kartagi "
"
        ,
			,
			(,) 
			
        ","
			,
			Meeting at Arvada SDA Church gymnasium,
7090 W 64th Ave,
Arvada CO  80003-4402,
USA
        ","
			,
		,Jani Pungus  (Pastor - Assistant)
        ",http://www.aachurch.org/worship/indonesian-service/,"
		,0","
		,Gordon Anic "
"
        ,Church (CCH)
        ","
			,
			101UNIT 115 Clinton Avenue,
Plainfield NJ  07063,
USA
        ","
        ,908-421-5440
        ",http://www.ipsdacnj.org,"
    	,
			Johnny Dodie,
44 Farmingdale Rd,
Fords NJ  08863-1328,
USA
		","
		,146"
"
        ,
			,
			(,) 
			
        ","
			,
			44800 Clinton St,
Indio CA  92201-2910,
USA
        ","
        ,760-347-9512
        ",http://indiospanishca.adventistchurch.org,"
		,349","
		,Eliseo Orozco "
,"
			,
			1528 Lucerne Ave,
Indianapolis IN  46241-2820,
USA
        ","
		,
			,
			
		",http://indianapoliswestsideministriesin.adventistchurch.org,"
		,55","
        ,
        "
"
        ,Church (CCH)
        ","
			,
			6120 Michigan Rd,
Indianapolis IN  46228-1200,
USA
        ","
        ,317-254-0372
        ",http://www.hope4healing.org,"
    	,
			PO Box 88877,
Indianapolis IN  46208-0877,
USA
		","
		,568"
"
        ,Church (CCH)
        ","
			,
			6204 E 30th St,
Indianapolis IN  46219-1004,
USA
        ","
        ,773-905-8655
        ",http://indianapolissecondhispanicin.adventistchurch.org,"
		,220","
		,Luis G. Rivas "
"
        ,Church (CCH)
        ","
			,
			7434 Michigan Rd,
Indianapolis IN  46268-2316,
USA
        ","
		,Luis G. Rivas ",http://indianapolisnorthhispin.adventistchurch.org,"
    	,
			PO Box 53317,
Indianapolis IN  46253-0317,
USA
		","
		,112"
"
        ,Monday, October 31, 2016
        ","
			,
			10395 E Taylor Ave,
Zionsville IN  46077-8842,
USA
        ","
        ,317-769-3590
        ",http://indianapoliskoreanin.adventistchurch.org,"
		,51","
		,Jae Hyun Lee "
"
        ,Wednesday, November 28, 2018
        ","
			,
			2716 W 20th St,
Indianapolis IN  46222-2875,
USA
        ","
        ,317-979-1556
        ",http://www.haughville.org,"
		,286","
		,Lawrence L. Logan "
"
        ,Church (CCH)
        ","
			,
			5201 E Pleasant Run Parkway South Dr,
Indianapolis IN  46219-5600,
USA
        ","
		,Kenneth Elliott ",http://www.epcsda.org,"
    	,
			PO Box 19348,
Indianapolis IN  46219-0348,
USA
		","
		,279"
"
        ,Church (CCH)
        ","
			,
			3243 N Sherman Dr,
Indianapolis IN  46218-2157,
USA
        ","
		,Kenneth Elliott ",http://eastside23.adventistchurchconnect.org,"
    	,
			PO Box 18304,
Indianapolis IN  46218-0304,
USA
		","
		,157"
"
        ,Monday, October 31, 2016
        ","
			,
			3243 N Sherman Dr,
Indianapolis IN  46218-2157,
USA
        ","
        ,317-547-4230
        ",http://indianapoliseastsidehispin.adventistchurch.org,"
		,116","
		,Edgar Pastran "
"
        ,Church (CCH)
        ","
			,
			821 Denison St,
Indianapolis IN  46241-2424,
USA
        ","
        ,317-739-9538
        ",http://indianapolishispanic22.adventistchurchconnect.org,"
		,261","
		,Victor Jaeger "
"
        ,Church (CCH)
        ","
			,
			1801 E 49th St,
Indianapolis IN  46205-1300,
USA
        ","
        ,317-251-1053
        ",http://capitolcity.lakeunion.org,"
		,1134","
		,Kevin Rogers "
"
        ,Church (CCH)
        ","
			,
			1496 Indian Springs Rd,
Indiana PA  15701-3241,
USA
        ","
        ,724-465-6861
        ",,"
    	,
			PO Box 175,
Indiana PA  15701-0175,
USA
		","
		,69"
"
		,
		","
			,
			850 N Bluff Rd,
Greenwood IN  46142-7739,
USA
        ","
        ,
        ",http://indianamizoin.adventistchurch.org,"
		,137","
		,Lalmuansanga Chawngthu "
"
		,
		","
			,
			205 Main St,
Indian Orchard MA  01151-1107,
USA
        ","
        ,
        ",http://indianorchardma.adventistchurch.org,"
		,0","
		,Manuel Medina "
,"
			,
			Pastor Simon S. Pandey,
50 Calvert Ave E,
Edison NJ  08820-3248,
USA
        ","
        ,
        ",http://southernasianj.adventistchurch.org,"
		,Simon A. Pandey ","
        ,609 802 0856
        "
"
        ,
			,
			(,) 
			
        ","
			,
			412 Clay St W,
Monmouth OR  97361-1911,
USA
        ","
		,Gerizin De Peña Nuñez ",http://independencespanishor.adventistchurch.org,"
    	,
			PO Box 229,
Monmouth OR  97361-0229,
USA
		","
		,62"
"
        ,
			,
			(,) 
			
        ","
			,
			748 N Louisville Ave,
Tulsa OK  74115-7308,
USA
        ","
        ,918-933-4030
        ",http://independencespanishok.adventistchurch.org,"
		,98","
		,Luis A Prieto "
"
        ,
			,
			(,) 
			
        ","
			,
			1219 W Laurel St,
Independence KS  67301-3218,
USA
        ","
		,Ethan John Muse ",http://independence24.adventistchurchconnect.org,"
    	,
			1219 W Laurel St,
Independence KS  67301-3218,
USA
		","
		,12"
"
        ,Church (CCH)
        ","
			,
			c/o Cornerstone Community of Christ Church,
1316 S Osage St,
Independence MO  64055-1242,
USA
        ","
		,Mark - Tagaloa ",http://independencesamoan22.adventistchurchconnect.org,"
    	,
			PO Box 2117,
Independence MO  64055-0017,
USA
		","
		,63"
"
        ,Church (CCH)
        ","
			,
			14500 E 39th St S,
Independence MO  64055-4228,
USA
        ","
        ,816-461-1615
        ",http://independenceebenezerspanish22.adventistchurchconnect.org,"
		,94","
		,Juan Acosta "
"
        ,Church (CCH)
        ","
			,
			13305 Kemper Ave,
Independence MO  64050-1512,
USA
        ","
        ,816-836-3582
        ",http://www.indepmosda.org,"
		,122","
		,Bob (Robert) T Joseph "
"
        ,
			,
			(,) 
			
        ","
			,
			1885 Inchelium Hwy,
Inchelium WA  99138-9558,
USA
        ","
		,Ken L LeBrun ",http://incheliumadventist.org,"
    	,
			PO Box 324,
Inchelium WA  99138-0324,
USA
		","
		,70"
"
		,
		","
			,
			1316 5th St,
Key West FL  33040-3865,
USA
        ","
		,
			,
			
		",http://impactcommunityfl.adventistchurch.org,"
		,Steve Veres Jr","
        ,
        "
"
        ,Company (CCO)
        ","
			,
			355 S 3rd St,
Immokalee FL  34142-4008,
USA
        ","
		,Ivan Cruz Sr",http://immokaleespanishfl.adventistchurch.org,"
    	,
			1216 SE 32nd Ter,
Cape Coral FL  33904-4214,
USA
		","
		,100"
"
        ,
			,
			(,) 
			
        ","
			,
			1301 Pearl St,
Owensboro KY  42303-3949,
USA
        ","
        ,270-684-5323
        ",http://immanuel23.adventistchurchconnect.org,"
    	,
			PO Box 182,
Owensboro KY  42302-0182,
USA
		","
		,24"
"
        ,
			,
			(,) 
			
        ","
			,
			19982 Soulsbyville Rd,
Soulsbyville CA  95372-9740,
USA
        ","
		,Nathan Renner ",http://Immanuelsda.netadventist.org,"
    	,
			PO Box 790,
Soulsbyville CA  95372-0790,
USA
		","
		,32"
"
        ,
			,
			(,) 
			
        ","
			,
			24525 Iris Ave,
Moreno Valley CA  92551-7221,
USA
        ","
		,Kurt D King ",http://www.imanipraisesda.com,"
    	,
			PO Box 7998,
Moreno Valley CA  92552-7998,
USA
		","
		,302"
"
        ,Wednesday, September 12, 2018
        ","
			,
			12420 SW 117th Ct,
Miami FL  33186-5210,
USA
        ","
		,Kendall Turcios ",http://www.ignitefellowship.org/,"
    	,
			c/o Treasurer David Lopez,
16695 NW 84th Ct,
Miami Lakes FL  33016-6175,
USA
		","
		,89"
